X00,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,F3_00,F3_01,F3_02,F3_03,F3_04,F3_05,F3_06,F3_07,F3_08,F3_09,FA_00,FA_01,FA_02,FA_03,FA_04,FA_05,FA_06,FA_07,FA_08,FA_09,N00,N01,N02,N03,N04,N05,N06,N07,N08,N09,target
1.9000639,-2.5575671,-1.7225709,1.1993005,0.8182386,-0.19560727,0.750159,-0.6147403,1.2807294,-0.28162578,-0.78413725,0.16515604,-0.14772221,0.44585028,-0.60165447,-0.12085675,2.5055091,0.9433198,-0.23627554,0.18586065,1.338706,0.83767563,-0.12830797,0.97471964,-0.71253175,-0.26061648,-0.0652911,-0.1623347,0.3458021,-0.24155538,-0.32314476,0.80578566,0.1660095,0.04312485,2.2067916,1.6509879,0.444818,-0.21473722,0.4241839,0.3630944,-1.5936527,-0.3780603,1.8259022,-1.05291,0.42671978,-0.7813465,-1.2992184,0.97973263,-0.24559414,-1.1654298,1
0.3659159,0.48910797,-0.23416273,1.0547204,0.9823695,0.59618276,0.96627957,0.9896842,2.6130362,0.43040812,0.49641386,-1.9692825,-0.3602775,-1.0759127,0.4230269,0.86374307,0.56463003,-1.3548565,0.98904985,0.6604413,-0.11135676,0.8008295,0.65508646,0.7183165,0.31101987,0.9351875,-0.61108255,-0.40307742,-0.65134305,0.73750556,-0.22239468,0.32614657,-0.33048838,-0.07203752,1.6651005,-0.2802791,-0.26048666,-0.091391355,-0.29915002,0.72703403,-1.89436,0.25058365,-0.30158904,0.23590899,-1.8401643,0.681041,-0.9011725,0.85308117,-0.5253268,-0.58454716,0
1.49513,-2.1386232,0.18597148,0.48477635,1.1158497,-0.55048925,-0.41865435,-0.77266765,0.45036662,-0.13587046,-0.05834731,-0.6268335,0.5401763,0.8699969,1.0611053,-1.927657,0.36428267,0.6883259,0.044349384,0.49824268,0.66426873,-0.022416253,0.08586285,0.7106442,-0.14726096,-0.28074887,0.5770999,-0.044028893,-0.015693715,0.14650038,0.24212624,0.08048163,0.7858805,-0.38615334,1.295887,1.5106412,0.42330527,-0.29555184,0.74709177,0.34166092,0.41925842,0.2608116,-0.18435359,1.2029505,1.3678207,2.088588,0.5875444,1.0741894,1.3789184,0.65209144,1
2.6672115,-0.2999363,1.5521325,1.7665102,1.1283624,0.31541455,0.5126899,0.34195563,1.122207,0.2870764,0.67168564,-0.15929727,-0.124075875,0.57544327,-0.3473133,-0.7952513,-0.08497951,0.42056033,-0.38331816,1.7977388,1.5011157,0.63622224,0.876475,1.2318193,0.83017725,0.91814965,0.47442287,0.048318762,0.1786108,0.5831285,-0.09293329,-0.26383427,0.8515023,0.004236969,0.457199,-0.15315908,-0.3094957,-0.19530413,0.07030758,0.3195413,-1.7029204,-0.06432049,-1.3458452,-1.3014553,1.5929652,-2.504254,1.5870222,-1.748661,0.7142693,-2.1358538,1
1.483313,-1.9230332,3.8317535,-0.29753843,1.883967,0.5006881,0.5597158,-0.66077125,0.24453823,-0.74971116,0.7753357,-0.09752957,0.038209226,2.0160081,-1.3201435,-1.4521412,-0.42861047,0.6131091,1.3727678,-0.42702055,0.6531259,-0.62066823,0.43322697,1.4250947,1.8038459,-0.3571937,1.4748302,0.37046793,0.1038144,0.16207394,-0.08996556,-0.28091052,1.6640632,-0.045524992,-0.15606473,-0.38025257,1.3403778,0.36752224,0.6689407,0.27718997,-1.1942079,2.6256056,-0.597941,-0.899365,1.5631121,-0.15382011,-0.43524587,-0.7997765,1.2216333,0.19467093,1
2.4371862,-1.6639414,0.018484427,-1.816339,-1.3779773,0.658608,1.2642534,1.002345,0.60630345,-2.6921003,-0.68860173,-1.4421462,0.019907556,-0.18606481,1.3264822,1.9388865,1.1504397,0.40836155,1.3487308,-0.3291195,1.8319181,0.53861374,0.29646486,2.2375255,0.22272968,-1.373842,-0.4239177,0.35896382,-0.10688092,-1.5307692,-0.2743046,-0.21030295,0.017041117,0.55865943,0.117319144,-0.20412458,-0.17364222,0.30275318,-0.16681352,-0.26970917,0.32211053,0.4560346,-0.5207843,0.9854367,-1.4504937,0.6180835,0.16642013,-0.1108529,-0.42587367,0.619692,1
2.5364587,-1.5949833,0.5092803,1.0548307,0.4383135,-0.49427047,0.24739142,1.0116149,1.2562555,2.6613708,0.7413369,0.48438188,-0.9376457,-0.31159964,-1.5650231,2.0348408,-0.14709805,-1.2235535,0.11087705,0.07005189,0.9937325,0.34320766,1.2244123,1.4778832,0.12279663,-0.038384713,-0.18336493,-0.87426317,-0.3035169,0.7936004,0.2931805,-0.2677985,-0.16297671,0.7755064,-0.007883366,-0.15794441,0.2159272,0.27755103,0.6882301,-0.3857558,1.4490999,-0.5422712,-1.1090046,-0.824976,0.48851332,-0.98014915,-0.047100376,0.36305857,0.27153623,-0.97403115,1
2.1912725,-0.52027756,0.8879044,-0.017559044,0.36018458,-1.2022569,-1.7840942,-0.2429766,-0.35408217,-1.4260257,1.19183,0.120814145,-0.24109453,0.3045071,1.1103585,-2.0085714,0.81856424,0.24351709,0.56190044,0.76513875,0.7992946,0.24237423,0.9310793,1.0314331,-0.19251823,-0.09824331,0.49427867,0.24103433,0.07279271,-0.3912203,1.3470494,-0.28006503,-0.26806146,0.053245462,0.45098034,0.07606681,-0.04190225,-0.40606022,1.4089499,1.9554756,0.30848232,-0.41873458,-0.49851066,-1.0761765,0.33852562,0.9874112,0.25320014,1.0901424,1.2218753,1.3336632,1
0.4453448,0.25542855,1.37043,1.4568673,-0.9413031,0.41834018,-0.8786936,-1.0648584,1.7319275,-0.6350134,0.50626355,-0.12648755,0.5908979,-0.3648625,0.61790437,1.0313096,-2.8520145,-0.1471412,-0.98700696,1.7213804,0.42127714,-0.3488659,0.010287446,-0.29518518,0.80655783,0.66766757,0.03565805,-0.30978218,-0.27962726,-0.56869346,0.17124377,-0.34397095,-0.10852253,0.9672565,-0.2927409,-0.29673266,-0.2366441,2.170545,-0.029650018,0.019745922,0.66582984,1.120423,-0.89386547,0.005908776,0.14494503,0.5443141,-0.56239814,0.19958544,-0.34476602,0.058198933,0
2.3146448,-0.8868593,1.2541411,0.39452422,-0.6175786,1.0974972,2.1061113,1.0441675,1.3922,0.058776945,-0.3974811,0.92570776,-0.37629357,-0.021644525,-0.3982833,-1.1480801,0.5951735,-0.055756144,-0.08910712,1.805244,0.9028382,0.8257396,0.51670635,1.4585967,1.1082269,-0.17280535,-0.1377346,-0.23770292,0.32545343,-0.48120108,-0.04775008,-0.09515225,0.48833412,-0.23227006,1.0123917,-0.27889875,-0.2624416,-0.1134954,-0.34031963,-0.22129408,0.10100044,-0.42472053,-0.2921616,0.12913427,0.30632383,-1.7918535,-0.15378842,0.28298137,0.41207248,-1.5074761,1
0.9535,-2.0358076,-1.0071236,0.4221974,1.3251572,0.10403951,-1.1924578,-1.7538543,-0.4991844,1.4391847,0.36108372,-0.8791294,0.16484208,-0.606015,-0.32841206,0.97896606,0.9113631,0.41550305,-0.6119389,0.6205931,0.8475056,0.7849414,-0.20217966,0.04580842,-0.15582855,-0.1693569,-0.27155846,-0.44482058,-0.3216801,0.9703846,-0.28548944,0.45088583,0.86141664,-0.2853727,0.16440572,0.936583,0.6105264,0.6197012,0.77820355,0.52390695,-0.433584,-0.4332673,1.6946604,-1.3161379,0.31212848,-1.0637386,-1.351401,0.45754105,0.013590622,0.0061046514,0
1.4300076,-1.7169788,-1.3886977,-0.31244662,0.12256213,-0.046410687,-3.4389553,-0.37029243,2.4307334,-1.2721858,1.0493757,0.79893273,0.12615487,1.4303219,-1.0773058,0.0040445756,-0.060442887,0.73809534,0.73440075,3.261574,0.99903035,1.4650983,0.6143196,0.42812753,-0.1723169,-0.6265501,1.3278068,0.29197395,0.49350724,-0.79903215,-0.22195433,0.33999962,-0.27835685,-0.16215737,2.492067,0.34057736,0.19786306,-0.1866028,0.4531148,-0.0064510885,1.22276,0.9415454,-0.34812313,0.35567442,0.22571737,2.2504172,-1.0911567,-0.6971557,0.047586914,0.33649006,0
1.3583667,-0.07484317,2.375592,0.14086668,0.18876949,1.1316717,-1.1711338,1.040158,-0.83352226,0.0164349,-0.08077517,1.6621281,-0.5441756,-1.7851206,-0.4907433,-1.202066,0.29520887,0.8718933,0.49431568,-1.2886355,0.8217604,-0.83714336,0.49912277,0.635686,1.543969,0.070589915,-1.0529603,0.6198416,1.0610409,0.10984809,0.7829759,-0.28139907,0.47648716,-0.21125786,0.060901828,0.304533,0.15108168,0.3293345,0.24353531,0.44082633,-0.7793509,0.50912696,-0.3589781,-1.5385284,0.24864732,0.55329096,1.2283957,-0.47277442,0.8711026,0.6078046,1
0.0793035,-0.38077205,-1.4640056,-1.4318256,1.6561937,-0.17372191,0.37505612,0.4132448,0.27034396,0.16651282,0.42057467,-0.57808477,0.12487012,-0.5252383,1.1449976,0.12034517,0.040206928,0.4361743,0.94690984,1.0849975,0.19996911,0.58025503,0.4155427,0.39748955,-0.4640346,-0.4335152,-0.2168086,0.5080999,0.06369032,0.84650105,0.50536263,0.22530638,-0.057568338,0.09006373,1.4914757,0.23155148,0.4287196,-0.3769915,0.06295028,-0.3476028,-0.9888395,-1.4011647,1.579824,-0.28735295,0.20068426,2.5082316,0.87748224,1.1072738,1.4711323,0.89383113,0
2.1002479,-1.223548,2.0417335,-0.75927055,-0.61743873,1.1881483,-0.9621862,0.5689643,0.46522647,-0.10030643,-0.44080955,-0.3719789,-0.54412913,-1.0921046,-2.473778,-0.043534014,1.2252214,-1.5723073,0.3410637,0.25619048,0.12529483,0.4336589,0.32921374,1.009136,1.265566,-0.7655086,-0.7721532,-0.994021,-0.5940376,-0.61944044,0.18276633,-0.21089692,0.42470074,-0.37310657,-0.122635745,-0.28245252,-0.11219497,-0.2681052,-0.036893025,0.9812542,1.2148924,0.98698676,1.1759048,-1.7891153,-0.7045464,0.96771675,-0.1312818,-0.46672904,1.1581612,-0.5994385,1
2.5703278,-0.12802464,0.9493335,-0.76089317,0.14063567,-0.17698196,-1.2334899,0.50899774,-1.0195283,0.9943874,0.5041984,-1.2979318,0.7465963,0.18656525,0.14936076,-2.9945939,-0.6566235,-0.8010168,-0.63094777,-1.2008156,0.16608354,-1.2608904,0.93228585,0.7341668,0.37092882,-0.39050344,0.45423162,-0.53318226,-0.47184545,0.32069325,-0.085321434,0.06193848,0.31214482,-0.2855228,1.1698892,0.58876723,-0.092596754,0.08415223,-0.31225792,1.0840095,0.60639954,-0.75764817,-1.3003827,-0.90070665,-1.4988949,0.79235846,0.6594141,1.7928022,1.3307835,-2.2632675,1
0.20575416,0.28266203,-0.88712704,-2.2176108,-0.8435869,-0.5585915,-0.40271097,-0.15293139,0.15776683,-0.6243167,0.053095557,2.9961035,-0.50456405,-1.4848973,1.3341781,-0.48286858,-0.82819766,-1.2841054,0.9444084,-1.1208202,-0.36729148,-0.8185648,0.04175112,0.42759877,-0.47081187,-1.2741467,-0.96204495,-0.37413794,-0.19068587,-0.50296116,2.2192657,-0.16467261,-0.19978777,-0.33731604,1.0160488,-0.25208527,0.14468654,-0.009977936,-0.24027142,-0.14238721,-0.7581131,0.46653208,0.031825144,0.14726147,-3.8030763,0.056790303,0.11842212,2.2892218,-0.5624869,-0.5667836,0
3.4249587,0.6392677,1.4178011,-0.4046792,2.910544,-0.89067966,-0.001989331,-1.1195775,0.36330223,0.29189202,0.81037736,-0.20799541,0.40256733,-0.28727025,0.38882333,-0.959531,0.8016566,0.65342206,-0.40705344,0.046919785,1.9759415,0.06526521,0.7093313,1.4364486,0.09016324,0.5756699,0.117756516,0.30078763,0.05028955,1.7640535,0.111641735,-0.2289634,1.8984997,0.47017336,1.6784517,-0.051168192,0.3954896,-0.08368888,0.5038174,2.1189458,0.9242822,0.120745644,-0.037689317,0.48881963,-0.2872697,0.9141712,0.7490518,0.76199365,-1.2292998,0.111993104,1
0.57981145,0.6492635,3.153536,0.3824494,1.6591183,0.43358824,0.12554502,-0.94634175,0.7937735,-1.0489241,-0.026215179,0.59699637,-0.38579306,-0.9573452,-0.90837914,0.59569156,-0.14661115,0.7931583,1.4457668,-0.7952046,0.7436136,-0.27180606,-0.18682751,0.7889016,1.2797275,0.8255638,-0.7458078,1.0429368,0.3562036,0.47124016,0.47567505,0.027008552,1.1140587,0.55412436,-0.22428966,0.3197508,0.95169634,1.185525,-0.0308375,0.958984,-1.8488705,1.4986145,0.32831314,1.2114099,1.629509,0.8670351,-1.0162508,-0.56620955,-0.65294206,-0.0064637386,0
2.5256763,-0.6894425,-0.6313659,-0.54418296,-1.0755852,-0.004063774,-1.8296205,-2.1996686,-1.2120743,0.00922329,-0.47953305,-0.8092077,-0.2525242,0.7110492,-1.4564596,0.09133076,0.012530271,-1.2524943,0.64787984,-0.62978226,0.57881445,-0.30127653,-0.3197854,1.3329318,-0.2089575,-0.61067593,0.17737027,-0.6820649,-1.0356245,-0.60065055,-0.2838815,-0.087453604,0.18062285,0.2864849,-0.14103813,1.2309535,0.44919717,-0.42567968,-0.37659186,1.0732836,0.7044222,2.2611217,0.59844536,0.52363914,-0.15276887,-1.0374594,-0.816208,0.11563499,0.43651575,1.1235843,1
3.6202588,-1.6319766,-0.17175524,2.1376913,1.0103395,-0.09334895,-2.6527922,1.2445683,-1.6742812,0.5083904,-0.013037245,0.17535855,-0.12337818,-0.43033254,-0.6018316,-0.11923023,-0.955019,-0.50374156,0.7292158,-1.6166829,1.4822971,-0.93797076,1.0305172,1.8065792,-0.13973422,0.40025324,-0.29193845,-0.42686674,0.073744886,0.3561444,-0.16427924,-0.106521346,-0.12058759,0.12751938,-0.09606145,-0.21935679,1.4064951,-0.3831707,0.2646526,0.058601473,-0.97902066,-0.25707284,-0.39939004,0.9161498,-0.26746613,-0.7053956,-0.5498003,0.06961857,-0.27028334,0.65394217,1
2.5669365,-0.2972939,3.9746015,0.767112,0.13671407,0.38238204,-2.1356328,0.6480991,-1.028907,1.5483232,-0.27076742,0.22780725,-0.60604095,-0.36819723,-0.43643466,0.6876068,1.0156672,-0.49740598,-1.3015924,-1.6756696,1.060388,-0.5402211,0.53578836,0.14563425,1.4575629,0.3090634,-0.39325827,-0.6579927,-0.026122913,0.52160424,-0.18184265,-0.27812865,1.2166492,0.48902136,-0.20878702,0.19705795,0.36181015,1.9328163,0.6824376,0.5738137,1.1424336,2.3022132,-0.21925528,0.8963672,-1.7427653,0.58597046,0.7277412,0.26059473,-0.07288802,0.6046414,1
2.4316123,-0.37419742,0.27759588,-0.026252382,0.088999346,-0.12382186,1.2024988,-0.0069492715,-1.1943897,-0.6120924,-1.7781354,0.7524015,-0.42154852,-0.26263502,-1.4722111,-0.7107063,0.6850773,0.076025255,0.1744723,1.2508723,1.0106483,0.7040465,-0.3417244,1.5239549,-0.31525087,-0.10591352,-0.7945616,-0.038359765,0.27630067,-0.24315642,-0.29121372,-0.24041943,1.7163125,-0.33388093,0.002037734,0.56375223,0.2840597,-0.054124076,-0.26666602,-0.10440734,-0.07277036,-0.093994014,2.1711972,-0.30229577,-1.4258113,1.9961121,0.4149663,-0.5754309,0.86389863,0.94478923,1
1.8883537,-1.6658771,0.90170914,-1.1325094,0.87868214,0.10911764,0.5371624,0.1831981,-0.33640674,-1.4324285,1.5474406,-0.6769453,-0.537584,0.19168016,0.1960479,-0.6182137,-0.6437275,0.5668188,1.1969297,-0.117568195,1.1246234,-0.34922716,1.3200177,1.7272395,0.6798443,-0.68345606,0.572626,0.28256318,0.109613754,-0.49137118,0.523907,-0.34359437,-0.31626236,0.32969567,0.19033553,-0.12505074,0.18199266,-0.05634096,0.17393029,0.18162236,0.68300414,-3.4478023,0.72369313,0.46753985,-1.5754384,0.123840295,-0.996586,0.3716385,0.056365408,-0.08908201,1
1.3707079,-0.14069402,-0.82743806,-1.3975128,-1.3027436,-0.33165142,-0.38754243,-1.9847238,0.17259286,0.17307541,-1.0248888,0.060118165,1.6340843,-0.4061873,-2.0498164,-1.1595157,-0.90203863,-0.8517118,-0.55053824,-0.25645834,0.07396248,-0.6420067,-0.65989745,0.39642662,-0.55152094,-1.0374867,-0.2446271,-0.58370125,-0.73083156,-0.67194,-0.364203,0.89663464,0.80007005,-0.2521119,0.7162626,1.3527553,-0.09523105,-0.25849703,-0.07920153,1.1740024,-0.20344782,0.5460439,1.1167905,-3.2197423,-0.43222523,-0.5777117,-0.43680325,0.27057084,-0.20807102,-0.02871749,0
0.36596525,-0.7462397,-0.23487572,0.15776671,-1.9210794,0.7949554,2.2565756,0.008909464,-0.30660793,-0.21396059,1.4409779,-1.9133326,0.81705225,-1.0385354,2.2814333,0.5889648,0.027894884,-1.0682979,-1.7629995,-2.0985005,0.006536284,-0.91733265,0.7717828,-0.069443256,0.6176277,-0.5390998,-0.20715074,-1.0764424,-0.81852734,-1.1454445,-0.38815597,0.5509426,-0.081543356,0.25500122,-0.15531544,0.026914766,0.9105694,0.013044673,0.12519486,0.31086564,-1.7176895,0.4134758,-0.27009836,-1.2303478,0.32730582,-1.700953,0.7698323,1.1649388,1.077026,-2.2742116,0
0.78579617,0.15511775,-1.076725,-2.0829828,-0.32922778,-0.51333946,-0.038561575,-0.84138113,-1.7162466,-0.6702823,-0.84711456,1.2463897,0.13733141,0.56028754,-0.9250244,-0.2494026,-1.0508578,0.44771522,-0.7417559,-0.19476013,0.5250995,-0.4225179,-0.37459803,0.1117655,-0.69771755,-1.0624498,-0.013992243,0.0342102,0.38742712,-0.36020157,0.51349944,0.034352556,0.23389988,0.46574354,-0.23535629,1.4356494,0.5576888,0.82680064,-0.36566183,-0.46071035,0.4909786,0.095213644,-0.53189576,-0.07175702,-0.851044,-0.46647328,0.22736122,-1.4545805,0.07694502,0.19369629,0
0.69020444,-0.6763891,1.3800586,-0.32077616,0.81221825,0.16595674,0.5237389,0.6855112,-0.010796014,-0.17164192,-1.7158296,-0.9749287,0.0005569916,1.8096317,0.58930045,-0.9978285,0.4301769,1.4186398,-0.6236173,0.66954005,0.6170508,0.23361783,-0.6192612,0.2552947,0.211631,-0.10489408,0.16455169,0.2910894,0.3583798,0.22543594,-0.12542145,0.26226205,1.987819,-0.06408126,0.13782178,0.8871094,0.72429246,0.22902992,-0.12140564,-0.38721526,2.2917445,1.2068548,0.559901,-0.5904967,0.5791741,-0.14445823,-0.62118083,-1.5366666,-0.071243316,0.22835287,0
