X00,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,F3_00,F3_01,F3_02,F3_03,F3_04,F3_05,F3_06,F3_07,F3_08,F3_09,FA_00,FA_01,FA_02,FA_03,FA_04,FA_05,FA_06,FA_07,FA_08,FA_09,N00,N01,N02,N03,N04,N05,N06,N07,N08,N09,target
0.35778737,0.5607845,1.0830512,1.053802,-1.3776693,-0.937825,0.5150353,0.51378596,0.51504767,3.8527315,0.5708905,1.1355656,0.9540018,0.65139127,-0.31526923,0.75896925,-0.77282524,-0.23681861,-0.48536354,0.08187414,0.6183928,0.80992967,-0.11426604,3.5311294,0.5444139,0.83290905,0.5553054,0.35625318,-0.012178298,0.1556209,-0.33278975,1.0069691,-0.7772248,0.23476718,-0.030465346,-0.43854535,-0.69882286,-0.013344481,-1.0360246,-0.085158825,0.19666533,-0.3487198,0.37869424,1.7947316,-1.1012657,0.54822326,0.12944129,1.1097147,0.55557984,-0.31642073,-0.44001827
2.3146586,-1.8672652,0.68626016,-1.6127158,-0.47193187,1.0889506,0.06428002,-1.0777447,-0.7153037,0.67959774,-0.73036665,0.21645859,0.04557184,-0.65160036,2.143944,0.633919,-2.0251427,0.18645431,-0.66178644,0.8524333,0.28406408,0.809061,-0.040676344,-0.56973416,-0.047008045,1.6299355,-0.35948867,0.12407903,-0.69732857,0.5421416,1.4057522,-1.6370972,1.3587309,1.0993032,-0.041670576,-1.3799531,0.7266357,-0.58839446,0.4669472,-0.4576831,-2.1906476,0.52696514,0.19345139,-0.9092111,1.7653382,-0.8111783,1.4948401,-0.3474464,-0.6748147,-1.0535926,13.633082
-0.79252076,-0.11473644,0.5049873,0.8657552,-1.2002964,-0.33450124,-0.4749453,-0.65332925,1.7654543,0.4049817,-1.2608839,0.91786194,2.1221561,1.0324652,-1.51937,-0.48423406,1.2669111,-0.70766944,0.44381943,0.77463406,0.6133686,0.78994846,0.77058035,-0.23259248,0.18265408,0.6088997,0.03885011,0.03137423,0.5286277,0.23802686,-0.19215533,0.9290847,-0.9798569,-0.18713379,0.10720944,0.15691707,-0.81921005,-0.65647584,-1.3699056,0.6683503,0.75975317,-1.773168,1.201985,-0.7522547,-0.24017505,1.6612813,-1.2866493,0.47482553,1.6234764,-0.38609615,-0.8285371
-0.9269305,-0.059525356,-3.2412674,-1.0243876,-0.25256816,-1.2477832,1.6324114,-1.4301413,-0.4400445,0.13074058,1.4412733,-1.4358622,1.1631638,0.010233061,-0.9815087,0.4621035,0.1990597,-0.60021687,0.06980208,-0.3853136,0.4000603,1.0074419,0.9330364,0.48826224,-0.028909314,0.41711625,-0.15803075,0.27882087,0.28980926,0.25101593,-1.1588407,0.2691683,0.8004784,0.6354586,-0.57325256,-0.3788487,0.21616982,-0.05338542,0.5036278,-1.1794509,-1.3489909,1.2011544,0.030372856,-0.04990817,0.5875805,0.5161473,-1.4948026,0.59197485,1.2055656,-1.4519641,-5.2352934
0.113517344,0.66213065,1.5860168,-1.2378155,2.1330333,-1.9520878,-0.15178509,0.5883172,0.28099188,-0.6226995,-0.20812225,-0.49300092,-0.58936477,0.8496021,0.3570155,-0.6929096,0.89959985,0.30729952,0.8128621,0.62962884,-0.05844886,0.6207298,0.7309746,0.24202135,0.39073867,0.5893699,0.052334886,0.20502894,0.6816951,-0.04234269,-0.086507164,0.9729555,0.15955606,-0.44781467,0.9919474,0.38016325,-0.08851299,-0.42406482,-1.4002115,1.141181,-0.7152404,-0.68481016,-0.09736083,-0.4935144,0.18031444,0.58679706,-0.118039876,0.8621516,-0.45377442,0.59112793,-0.92190295
-0.828995,-0.560181,0.7472936,0.6103703,-0.020901594,0.117327385,1.2776649,-0.5915714,0.5470974,-0.20219265,-0.2176812,1.0987768,0.8254163,0.81350964,1.3054788,0.021003842,0.68195295,-0.31026676,0.32416636,-0.13014306,0.24600339,0.5607428,0.96794575,-0.09188523,0.14363366,0.8314772,0.03954058,-0.22526202,0.35445544,0.26663625,0.09726625,0.61066985,-0.28226385,0.67594993,-0.80330896,-0.12873484,-1.2968987,0.23679037,0.43833223,-0.25806013,0.19843136,1.3446844,-0.5571327,-0.45927763,0.10571357,0.055875845,-0.03270281,-0.45967466,-0.26536602,0.33334073,0.30150202
0.096995965,0.595157,-0.8182207,2.0923872,-1.0060173,-1.2141886,1.1581109,0.7916627,0.6241198,0.6283455,-0.012246773,-0.89725435,0.07580456,-0.6771617,0.9751197,-0.14705738,-0.8254972,-0.32138583,0.41293144,-0.5637246,0.28200617,-0.13333791,0.14792521,0.24227807,0.32743144,0.04444338,0.33750215,-0.068643264,0.52162296,0.63330084,-1.2095947,-0.36704546,-1.1815734,0.08947201,0.46718448,-0.27818203,0.4959229,-0.4915355,1.1330626,-0.70575047,-0.083885856,0.61273754,1.4912287,2.0284293,0.55683553,1.1107605,0.7094048,0.88338345,2.2230752,0.26569834,-1.4734863
-0.8222204,0.24368721,0.24496657,-0.50694317,-0.4710383,0.23204994,-1.4480844,-1.4074638,-0.7184442,-0.21344715,0.31090757,1.4753562,0.85765964,-0.15993853,-0.019016208,-1.0025294,-0.018513136,-0.28865865,0.32271856,-0.82723093,-0.07555371,0.2259024,0.6528989,0.46014556,-0.027720798,0.4019165,-0.055840224,-0.05231903,0.34242544,0.18493436,-0.007902688,-0.7895613,-0.5447676,0.44300425,-0.59022695,0.58065206,-0.18971138,0.22930555,0.45351097,0.8819697,0.8727352,-1.4287399,-2.3561833,0.1270427,1.3183174,1.9149563,1.4752928,-0.44190183,0.8471949,-0.3858976,-0.94779104
0.51934654,1.5327389,-0.10876015,0.40171173,0.690144,-0.40122047,0.22409248,0.0125924,0.0976761,-0.7730098,0.024510175,0.4979983,1.4511436,0.95927083,2.1531825,-0.7673476,0.87232065,0.18334201,2.189803,-0.8082983,-0.15294282,0.06909235,0.7332305,-0.028974097,0.5482902,0.19759244,0.4495938,0.49638495,0.8139755,-0.049387716,-0.42922962,0.25120658,-0.6064264,0.49810606,-0.91838306,0.3079987,-0.27109307,-0.55343455,0.7190878,1.0015624,-0.61075264,0.24552675,0.5111705,-0.78468543,0.7770569,-0.37534308,0.7800008,0.7309738,0.07027521,-0.25204903,-1.6042483
-0.83972186,-0.59939265,-2.1238956,-0.52575505,-0.7591327,0.15039378,0.341756,1.8761709,0.95042384,-0.57690364,-0.8984147,0.49191916,-1.3202332,1.8314588,1.1794401,-0.46917567,-1.7131345,1.3538724,-0.11453985,1.2378163,0.22293195,-0.119274065,-0.48827374,-0.32065138,0.5708577,0.044169817,0.7681174,0.03158529,0.5415265,0.3199271,1.7586137,1.1958612,0.75957996,0.59434676,-0.9111637,-0.64931,0.48784772,0.77361655,-0.22373238,-0.29230863,-0.96661377,1.6565328,-0.020382443,-0.39001676,-0.24334608,1.065415,-1.3876868,-0.017878892,0.18570258,-0.8289454,-1.1754699
-1.5944277,-0.599375,0.0052436995,0.046980593,-0.45006546,0.62284994,-1.0676204,-0.14237948,0.12029563,0.5144388,0.7116149,-1.1246421,-1.5341141,1.2776768,0.332314,-0.7484865,1.551152,0.11567464,1.1792972,0.06751848,-0.14267105,0.26418114,0.9955472,0.65579003,0.048882373,0.7957154,0.27865285,-0.14177966,0.19113784,0.47146657,0.056949105,0.9009623,-0.60867506,0.26736775,-0.6753873,0.35461307,-0.75646585,0.2771313,0.06398509,0.9533841,-0.31164274,-0.5979174,-0.18361223,0.40489155,-0.084248886,0.034372702,-1.0710418,-1.8239598,0.14889231,0.5051707,-1.2666312
2.0607479,1.7553408,-0.24896415,0.97157097,0.64537597,1.3686316,-0.96492344,0.6860515,1.0584245,-1.7587395,-1.1832585,-2.0392323,-0.26940683,0.71754223,1.502357,0.07409478,1.6286155,-1.3801014,-1.7033825,-0.0555477,0.14557678,0.084052116,0.9795407,0.026437208,0.7760822,1.0873032,0.4943662,1.0500902,-0.6134529,0.2009192,0.62790143,-0.9067342,1.2842876,-0.042101264,0.38987368,0.751273,1.0340658,-1.6498939,0.97082025,-1.6076139,0.9770193,1.6583256,-0.32932243,0.3373676,-0.5634934,-1.9981074,-0.7983006,-0.73675936,-0.016973594,-1.3578401,5.750595
0.38406545,-0.03269475,-2.0674422,-0.08912004,-1.3044695,0.66967255,0.36659825,-0.9398798,-0.5138669,-1.0592135,-0.0626791,0.9551423,-0.98572606,0.5040465,-0.53025764,-0.79287285,-0.10703036,-1.0352423,-0.5536493,-1.1978779,-0.049099546,-0.42388415,0.22390293,0.4709398,0.5050486,0.03683626,-0.13226524,0.47323903,0.1330379,0.1948129,-0.19315961,-0.65627015,0.32341465,0.96968406,-1.0719925,0.037379768,-0.31290728,1.0680556,1.4223909,-0.68301153,0.6296729,0.38573354,-0.055855006,-0.5772638,0.7151913,-1.404055,0.77767545,0.8481226,-1.0709776,0.08376423,-0.079324104
1.9647251,0.035263553,-0.6997255,0.21397991,-0.11232805,-0.2209696,0.6141667,0.7575077,-0.5305011,-0.57581824,-0.27505168,-2.3019211,-1.5151911,1.3668742,1.6449677,-0.24903604,0.576557,0.31125015,3.0788808,1.1195749,-0.23504202,-0.3760329,0.55783194,-0.123147525,1.164406,0.75655407,0.6337936,0.7907029,0.5722593,0.11679135,-0.16293423,0.23272555,-0.3082857,0.5169132,0.1005095,-1.364523,-0.035351213,-0.1390518,0.53469473,1.027747,0.08714801,1.3403578,0.47854626,-1.6280317,0.58990186,0.4242914,0.6067061,-0.30365044,-0.4023163,-0.63369745,5.64327
-0.12791759,-0.9555404,-1.6064463,0.20346363,-0.75635076,-1.4222537,-0.6465729,-1.081548,1.6871417,0.8816398,-0.007972641,1.4799441,0.077368304,-0.8612842,1.5231241,0.53891003,-1.0372461,-0.19033867,-0.8756183,-1.3827997,1.097,-0.8513624,-0.49938306,0.1174643,0.24323764,-0.2736118,-0.1807641,0.24861813,-0.029591136,0.6488745,0.6732725,-1.2942617,0.059122507,1.4100875,-0.5675914,-0.89272255,0.6090809,0.6863067,0.05824471,-0.4911206,1.3259631,0.15948576,-0.7950391,-0.05054026,-0.34211734,1.0103549,1.261537,1.2135478,-1.4360396,1.7573104,2.2165067
0.92617756,1.9094167,-1.3985676,0.5629692,-0.6506426,-0.4871254,-0.59239393,-0.8639908,0.048521627,-0.83095014,0.27045682,-0.05023811,-0.23894805,-0.9075637,-0.5767713,0.75539124,0.5009172,-0.9775552,0.0993323,0.7513871,0.62227696,-0.116381355,0.47659054,0.54121727,0.63964915,-0.21072912,0.085966654,0.7605616,0.3996365,0.10184217,-0.70818555,-0.8685095,-0.2752524,0.23410597,0.44127762,-0.8991253,0.3512556,0.47529832,0.58217806,-0.6610616,1.1448562,-0.123975925,0.13502723,-0.07759493,1.3265092,0.6090754,0.5581135,-1.2132927,0.7248106,0.5267826,0.49455523
-1.6694052,0.5433602,-0.66262376,0.57059866,-0.7632592,-1.804882,-1.6275425,0.04808495,0.2597225,-0.9043166,0.6385925,-1.66152,-0.066079795,-1.2110162,-0.6518361,0.04739867,-0.8604134,-0.38455555,1.0062928,-0.5768919,0.048892513,-0.10515985,0.4076277,0.6202667,-0.06000551,0.5021586,-0.06290312,-0.33524394,0.24864003,-0.1754942,-1.065148,-0.6312697,-1.3973796,-0.78138864,0.5183425,0.5807231,0.83452153,0.013823208,-0.11896585,0.28815013,0.78848225,1.8371629,0.35076088,-0.6461302,1.0738008,0.7690986,-0.62747115,0.69613767,-0.13248779,-0.0004454232,-2.9761267
0.8356921,-1.1297069,0.52980417,1.4415686,-2.4716444,-0.79689527,0.57707214,-0.20304538,0.37114587,-0.6039852,0.08658979,-0.15567723,1.1677821,0.25442085,0.33760267,-0.41187698,-0.48760623,-0.43255818,0.39445215,-0.42098448,-0.06391786,0.62074375,0.13098666,0.37605086,0.42591882,0.7016572,0.09634682,0.5189787,0.35816392,0.039989237,-0.959737,-0.33349714,-1.5734943,-0.44210014,0.17861052,-0.54230815,0.14518788,-0.065974385,0.96251965,0.10237483,-1.1779839,0.72140193,-0.95375085,1.2797798,1.8235061,2.5896056,-0.19680068,-0.047532294,0.77548474,-1.1060232,3.3023324
0.28977486,2.0754008,0.8711247,-0.32602352,1.201214,-0.40807536,-2.0381246,-1.0080863,-1.8707919,-0.35151348,0.01841838,1.6764373,0.32692736,-0.21910053,0.8294056,-2.2111354,0.23561455,0.7708652,-1.4785862,1.143754,0.5743594,0.50071275,0.8501154,0.2426302,-0.0016235712,0.10915658,0.8425256,0.37018955,-0.085742936,0.19584988,0.32312125,-1.4057353,0.39052632,0.9557146,1.4910078,0.3011573,0.7236803,-0.98137873,0.40097126,0.5891413,0.78323907,-0.23532203,0.5038716,0.5745779,-0.7898268,0.5283835,-1.4614217,-0.24678522,-1.274428,-1.3635191,-0.58519346
0.33849642,-0.4152879,0.63278186,2.2706928,0.18186626,0.2482206,-0.4593609,-0.8498444,0.8303358,-0.8560838,0.07156624,-0.47765744,0.47897983,0.3336621,1.03754,-0.5100164,-0.26987493,-0.9787637,-0.44429326,0.3773005,0.24078107,0.5537285,0.047930103,0.39976364,0.43554324,0.49712902,-0.071294,-0.0035787888,0.28010678,0.12935512,-0.5115812,-0.6179302,-0.4178825,-0.39660248,0.8973329,-0.27871692,-0.24340811,-0.96605843,0.793518,-0.9323093,-0.20235825,0.42388692,0.35892275,0.13481836,-0.10019039,-0.26492226,0.6281442,-1.1783056,1.4220792,0.49580026,1.8209177
0.75698864,-0.92216533,0.8696059,1.3556379,0.4134349,1.8767958,-0.7737892,-1.2446547,-1.7787203,1.4960443,0.65436566,-0.05558467,0.27996862,-1.125489,2.445752,0.12922119,0.109394796,0.7257666,0.48100924,0.22388403,0.87467337,0.87884164,0.17988724,0.6213536,0.73444724,0.75340813,-0.8343218,0.5172375,0.6486728,0.98218095,0.09253036,-1.7164098,0.020185474,1.0990216,0.16137964,-0.94115156,-0.31871414,-1.0227158,1.5452948,-0.065006286,-0.39494422,-0.56484544,-0.798965,-0.3607113,-0.1965088,-0.12664455,-0.62605983,0.21002035,1.2977101,1.7987953,6.1437135
-0.7904745,0.47146836,1.8820245,1.34542,1.5931866,-0.5112157,-0.98960483,-0.12578692,0.05572491,1.0941916,-1.6924646,1.5295503,-0.1580079,-0.42688107,-1.0121044,-1.6548567,0.8231706,0.07331797,-1.2899609,-1.2950788,-0.109714486,1.2565513,0.79744995,0.024032665,0.03743789,0.26631168,0.7625289,0.09609919,-0.09198921,0.18206048,-0.294318,-0.6618105,-0.47260922,0.5426227,1.2576663,1.0617518,-0.44273245,-0.955034,-0.98149717,0.90009516,-0.68255144,0.10788391,-1.1880808,1.7330287,2.603712,1.6350018,1.2242982,-1.0088968,-1.5744284,0.4089534,-1.4978262
-0.3357847,1.6690215,-0.25959134,-1.503143,-0.24574307,-0.27272356,-2.6968865,-0.054294866,-0.23093453,0.6962064,1.8489561,1.126565,-0.26888868,-1.1065259,2.5733597,0.059218433,0.013929292,-0.024125088,0.19808476,-0.14436041,0.4032842,0.6773047,1.7358197,0.70252407,0.036796656,0.23995078,0.27104086,0.5637702,0.31390113,0.46489877,1.0916766,-0.806618,0.21835104,0.629403,-0.5320785,0.23083593,0.8240243,0.72394156,0.5677533,0.9131095,-0.17171657,1.1956218,-0.81211287,-1.1544728,0.009842585,-1.269189,0.600297,-0.6360609,-0.5058802,0.17529052,-0.9650482
-0.573662,-0.54685897,-0.03275327,-0.5434248,-0.7128458,0.106430225,-0.25497723,1.503993,-2.6509697,1.0915068,1.2460852,-2.0733902,-0.3426876,-0.37144086,-1.4075117,-0.7778167,-1.1105758,1.7522705,0.9356784,1.2715551,1.3870547,0.21733986,-0.4206676,0.61083955,0.03459848,0.20903474,0.9386867,0.3467924,1.259293,1.3655734,-0.3774624,0.026971161,-0.70568454,-0.9245163,0.9214949,0.30361554,0.9176877,-0.42621663,-0.46406555,0.83120096,-0.62575376,-0.16185364,0.1353769,-0.49659607,1.265172,1.2379595,1.9379995,-0.14066789,-0.39732897,0.18974677,0.7222073
0.72167206,-1.1290518,-0.5245203,0.48937455,-1.2221278,0.71299845,-0.24032539,-0.3748208,0.71096,0.4442633,-0.36096618,1.1593298,-1.0810633,0.6159356,0.59310126,-0.30954644,0.326133,-1.2511135,0.924027,-0.18490213,0.14285289,-0.15453352,0.40625736,0.07337547,0.42103145,0.16709189,-0.008568406,0.67595196,1.0779347,0.8199922,0.39035907,-0.023829857,-0.64177287,0.68368816,-0.80331725,-1.1241033,-0.80409896,0.9142524,0.4390839,0.41535294,0.1697543,-0.87452114,-0.07593154,-0.45236808,1.0347676,0.016167745,0.4197959,-0.36572528,-1.4378949,0.103018634,3.598097
-0.522723,1.0490092,-0.7043437,-1.4084613,-1.5566292,0.60600996,-1.2804294,1.7547942,-2.0819294,1.6964563,0.21101747,-0.09671311,-0.5449191,0.39913613,-0.037634704,1.1033019,0.114227645,0.15030175,-0.3636122,-0.056945622,1.5544442,-0.00613588,0.28234345,1.0005343,-0.10019567,-0.24115546,1.094425,-0.17123857,0.030908687,0.76813346,1.5089185,0.5497576,0.8154089,0.6584675,-1.0895654,0.39134336,0.607229,0.6025039,-0.0059900777,0.19757056,-0.17294316,-0.96688265,1.3939234,0.29896063,-0.0839441,-0.8315794,0.40107325,1.0277898,-0.25986806,0.20333807,0.5306154
0.30780178,-1.7101684,-1.3481854,0.7432641,0.17086543,-0.18398334,0.018433932,0.3475817,-0.5397597,-0.7783047,0.19584526,-0.97837275,0.40825275,-1.7025836,1.0291556,0.47259748,0.25602973,0.982691,1.6654744,1.0143701,0.5456897,-0.25475496,0.37101716,0.41017985,0.5950203,-0.23027053,0.5679392,0.3452192,1.0195006,0.14119248,0.1358678,-1.03506,-0.4101773,0.13301165,0.62585455,-1.5182247,1.0388532,-0.0431019,0.64120424,0.53787845,0.2205385,0.07361809,-0.36712906,0.66088486,0.055510823,-1.450149,-0.18251829,-2.5901532,0.5580919,-0.6851591,3.1300876
-1.8408742,-1.279577,-0.62481856,0.02609105,0.517659,-0.72574383,0.18676676,-0.75538296,-0.6115178,-1.4066612,-0.9232333,-1.3516846,-0.97587323,1.0536418,-0.9493989,2.6323822,0.4933179,0.18483612,-0.8583578,0.7003099,-0.26172274,0.10102261,0.47520652,0.29866588,0.06905883,-0.08102086,1.3370543,-0.004346009,-0.31175134,-0.16150725,0.62773913,0.80253196,1.0707508,0.36240906,-0.50621396,-0.837203,-1.2082746,0.7599245,-0.99033767,-1.6367279,0.55327153,-0.8075531,-0.88909876,-1.3365747,0.52278316,1.4805937,-0.3845758,-0.17837553,-0.46942887,-0.9735672,-0.4892987
-0.5756378,0.122009814,2.5600846,-0.096059896,1.1492733,-0.70317644,-0.03498849,1.7708006,-0.6269671,1.8124485,0.7077519,-0.5624668,0.6324077,0.97255445,0.62180996,-1.5702248,-0.72713715,-0.24751863,-0.07443343,0.6206721,-0.115973,0.53805834,0.00037621672,1.2699859,0.22356954,-0.022315068,1.1410894,0.110556975,0.27378207,0.87960684,-0.18101956,1.1780194,-0.015671635,-0.94440913,1.1868819,1.1332216,0.1377356,-1.1226294,-1.1337402,0.926119,-0.29436517,-1.432741,0.6570206,-0.68461,1.2578433,-0.8573621,-0.25865185,-0.3627786,-1.7128819,0.10923324,-0.8547216
0.177701,-1.3353443,0.38019785,0.61058575,0.55979043,1.0807807,0.83392215,0.4591801,-0.07016571,-1.6609609,0.4296182,0.20768769,0.27157885,-1.2767485,-1.0810566,1.0531528,-0.039555155,0.6815007,0.028318375,0.02975614,0.6821089,0.58804375,0.38687313,0.81922966,0.45079082,0.3724477,0.6396979,0.42642736,0.2831279,-0.12417755,-0.25079733,0.049090926,-0.337603,-1.2048273,0.09577142,-0.3130625,-0.30530137,0.7063922,0.24392965,-0.6838242,-0.73729324,-1.1985883,-0.9800251,0.44764438,-0.17200553,0.062361963,0.999148,-0.008511019,0.7724881,1.4934177,3.1682253
0.9382838,-0.51604474,0.096120775,-0.4622753,-0.43449622,-0.30917212,0.22213377,-0.47874862,1.2557561,-0.8946073,-0.18687165,-0.43973106,1.4469779,0.19655478,1.0318445,-1.4855604,0.26705027,0.8896308,0.08228399,1.0654804,-0.14276034,0.32112607,0.26056728,0.21346092,0.6721144,0.1884652,0.479758,0.579858,0.47525454,0.07100296,-0.25304574,-0.2935947,-0.42265186,0.020500604,0.49380225,-0.113462396,1.1069262,-1.1797308,0.48962352,0.6914334,-2.0064027,1.1750997,-0.7908346,-0.6651466,-0.50858027,-0.97475016,-1.3486105,-0.54427475,-0.79169583,0.77703065,3.0176737
